# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'LLC-load-misses'
# Event count (approx.): 6563415
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                       
# ........  ...............  ....................  .............................................................................................................................................................................
#
     0.14%  GC Thread#9      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.14%  G1 Refine#6      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.14%  GC Thread#10     libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.13%  G1 Refine#16     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.13%  G1 Refine#18     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.13%  GC Thread#10     libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.13%  GC Thread#0      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.13%  G1 Refine#22     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.13%  GC Thread#0      [kernel.kallsyms]     [k] __free_pages_ok
     0.12%  G1 Refine#6      libjvm.so             [.] OtherRegionsTable::add_reference
     0.12%  G1 Refine#2      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.12%  G1 Refine#11     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.12%  G1 Refine#10     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.12%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::Split
     0.12%  GC Thread#1      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.12%  GC Thread#2      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.12%  java             perf-15143.map        [.] int java.lang.CharacterDataLatin1.digit(int, int)
     0.12%  GC Thread#1      libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.11%  G1 Refine#21     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.11%  G1 Refine#1      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.11%  G1 Refine#7      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.11%  G1 Refine#0      libjvm.so             [.] G1HotCardCache::insert
     0.11%  G1 Refine#20     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.11%  VM Thread        [kernel.kallsyms]     [k] kmem_cache_alloc_trace
     0.11%  GC Thread#20     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.11%  java             libdpu.so.0.0         [.] __popcountdi2
     0.11%  java             perf-15143.map        [.] java.lang.Object java.util.ArrayList.get(int)
     0.10%  G1 Refine#2      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.10%  GC Thread#4      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.10%  C1 CompilerThre  libjvm.so             [.] LinearScan::build_intervals
     0.10%  G1 Refine#18     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.10%  java             libjvm.so             [.] aci_CopyRight
     0.10%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::build_ifg_physical
     0.10%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::gather_lrg_masks
     0.10%  G1 Refine#7      libjvm.so             [.] OtherRegionsTable::add_reference
     0.10%  G1 Refine#8      libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.10%  GC Thread#0      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.10%  G1 Refine#17     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.09%  G1 Refine#11     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.09%  GC Thread#12     libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.09%  G1 Refine#0      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.09%  G1 Refine#3      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.09%  java             perf-15143.map        [.] java.lang.CharacterData java.lang.CharacterData.of(int)
     0.09%  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<26501222ul, G1BarrierSet>, (AccessInternal::BarrierType)8, 26501222ul>::oop_access_barrier<HeapWordImpl*>
     0.09%  GC Thread#0      libjvm.so             [.] OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>
     0.09%  GC Thread#11     libjvm.so             [.] G1ScanCardClosure::do_oop_work<narrowOop>
     0.09%  GC Thread#7      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.09%  C2 CompilerThre  libjvm.so             [.] Dict::Insert
     0.09%  java             libdpu.so.0.0         [.] ci_fill_selected_dpu_mask
     0.09%  C2 CompilerThre  ld-2.28.so            [.] update_get_addr
     0.08%  G1 Refine#0      libjvm.so             [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.08%  GC Thread#3      libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.08%  C2 CompilerThre  ld-2.28.so            [.] __tls_get_addr
     0.08%  C2 CompilerThre  libjvm.so             [.] IndexSet::alloc_block_containing
     0.08%  C2 CompilerThre  libjvm.so             [.] PhaseLive::add_liveout
     0.08%  java             libjvm.so             [.] acl_CopyRight
     0.08%  java             perf-15143.map        [.] java.lang.String java.lang.StringLatin1.newString(byte[], int, int)
     0.08%  GC Thread#5      libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.08%  java             libdpuhw.so.2023.1    [.] hw_commit_commands
     0.08%  G1 Refine#12     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.08%  GC Thread#3      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.08%  G1 Refine#15     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.08%  GC Thread#22     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.08%  C1 CompilerThre  libjvm.so             [.] LIR_OpVisitState::visit
     0.07%  G1 Refine#7      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.07%  G1 Refine#14     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.07%  G1 Refine#1      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.07%  G1 Refine#20     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.07%  C1 CompilerThre  ld-2.28.so            [.] update_get_addr
     0.07%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::add_input_to_liveout
     0.07%  GC Thread#20     libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.07%  G1 Refine#13     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.07%  GC Thread#12     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.07%  G1 Refine#22     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.07%  G1 Refine#5      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.07%  G1 Refine#21     libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.07%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::remove_bound_register_from_interfering_live_ranges
     0.07%  GC Thread#18     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.07%  G1 Refine#5      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.06%  C2 CompilerThre  libjvm.so             [.] IndexSet::initialize
     0.06%  G1 Refine#4      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.06%  GC Thread#13     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  C2 CompilerThre  libjvm.so             [.] Type::hashcons
     0.06%  G1 Refine#1      libjvm.so             [.] G1HotCardCache::insert
     0.06%  GC Thread#15     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  java             libdpu.so.0.0         [.] ufi_iram_write
     0.06%  C2 CompilerThre  libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.06%  GC Thread#6      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  VM Thread        [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.06%  java             perf-15143.map        [.] int java.lang.CharacterDataLatin1.digit(int, int)
     0.06%  java             perf-15143.map        [.] boolean java.util.ArrayList.add(java.lang.Object)
     0.06%  GC Thread#11     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  VM Thread        [kernel.kallsyms]     [k] kfree
     0.06%  GC Thread#5      libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.06%  GC Thread#9      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  GC Thread#5      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.06%  G1 Refine#6      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.06%  G1 Refine#4      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.06%  java             perf-15143.map        [.] int java.lang.Character.digit(char, int)
     0.06%  GC Thread#14     libjvm.so             [.] OopOopIterateDispatch<G1ScanCardClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.06%  C1 CompilerThre  ld-2.28.so            [.] __tls_get_addr
     0.05%  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::build_loop_late
     0.05%  G1 Refine#9      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.05%  G1 Refine#8      libjvm.so             [.] OtherRegionsTable::add_reference
     0.05%  GC Thread#0      [kernel.kallsyms]     [k] release_pages
     0.05%  C2 CompilerThre  libjvm.so             [.] PhaseIFG::SquareUp
     0.05%  GC Thread#14     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.05%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::Select
     0.05%  GC Thread#0      [kernel.kallsyms]     [k] __list_del_entry_valid
     0.05%  G1 Refine#19     libjvm.so             [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.05%  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::build_loop_early
     0.05%  G1 Refine#6      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  java             [kernel.kallsyms]     [k] perf_iterate_ctx
     0.05%  G1 Refine#4      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.05%  C2 CompilerThre  libjvm.so             [.] PhaseLive::compute
     0.05%  G1 Refine#21     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  GC Thread#10     libjvm.so             [.] G1ScanHRForRegionClosure::scan_heap_roots
     0.05%  G1 Refine#3      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.05%  VM Thread        [kernel.kallsyms]     [k] __srcu_read_lock
     0.05%  GC Thread#8      libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.05%  java             perf-15143.map        [.] int java.lang.Integer.hashCode()
     0.05%  G1 Refine#1      libjvm.so             [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.05%  G1 Refine#2      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.05%  G1 Refine#1      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  java             perf-15143.map        [.] byte[] java.util.Arrays.copyOfRange(byte[], int, int)
     0.05%  VM Thread        [kernel.kallsyms]     [k] memset_erms
     0.05%  GC Thread#0      [kernel.kallsyms]     [k] unmap_page_range
     0.05%  G1 Refine#2      libjvm.so             [.] G1HotCardCache::insert
     0.05%  C1 CompilerThre  libjvm.so             [.] Interval::add_range
     0.05%  GC Thread#10     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.05%  G1 Refine#22     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  C2 CompilerThre  libjvm.so             [.] RegMask::Size
     0.05%  G1 Refine#3      libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.05%  VM Thread        [kernel.kallsyms]     [k] x86_reserve_hardware
     0.05%  C2 CompilerThre  libjvm.so             [.] PhaseIFG::effective_degree
     0.04%  G1 Refine#5      libjvm.so             [.] G1RemSet::clean_card_before_refine
     0.04%  C2 CompilerThre  libjvm.so             [.] RegMask::is_misaligned_pair
     0.04%  G1 Refine#12     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  C1 CompilerThre  libjvm.so             [.] LinearScan::assign_reg_num
     0.04%  C2 CompilerThre  libjvm.so             [.] NodeHash::hash_find_insert
     0.04%  C2 CompilerThre  libjvm.so             [.] MachSpillCopyNode::implementation
     0.04%  C2 CompilerThre  libjvm.so             [.] PhaseIFG::remove_node
     0.04%  GC Thread#0      [kernel.kallsyms]     [k] free_pcppages_bulk
     0.04%  VM Thread        [kernel.kallsyms]     [k] inherit_event.isra.113
     0.04%  C2 CompilerThre  libjvm.so             [.] Node::out_grow
     0.04%  G1 Refine#0      libjvm.so             [.] G1CardCounts::add_card_count
     0.04%  G1 Refine#15     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  java             libdpu.so.0.0         [.] __temp_vc
     0.04%  VM Thread        [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.04%  GC Thread#6      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.04%  C2 CompilerThre  libjvm.so             [.] resource_allocate_bytes
     0.04%  C2 CompilerThre  libjvm.so             [.] Node::clone
     0.04%  G1 Refine#3      libjvm.so             [.] G1HotCardCache::insert
     0.04%  VM Thread        [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.04%  GC Thread#16     libjvm.so             [.] G1ParScanThreadState::steal_and_trim_queue
     0.04%  java             perf-15143.map        [.] java.lang.String java.lang.String.substring(int, int)
     0.04%  C2 CompilerThre  libjvm.so             [.] Node::Node
     0.04%  G1 Refine#8      libjvm.so             [.] G1RemSet::refine_card_concurrently
     0.04%  G1 Refine#17     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  G1 Refine#20     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  G1 Refine#6      libjvm.so             [.] G1HotCardCache::insert
     0.04%  C1 CompilerThre  libjvm.so             [.] PhiResolver::create_node
     0.04%  C2 CompilerThre  libjvm.so             [.] PhaseOutput::scratch_emit_size
     0.04%  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::Dominators
     0.04%  G1 Refine#18     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.04%  GC Thread#20     libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.04%  C2 CompilerThre  libjvm.so             [.] Matcher::find_shared
     0.04%  G1 Refine#17     libjvm.so             [.] OtherRegionsTable::add_reference
     0.04%  java             perf-15143.map        [.] I2C/C2I adapters
     0.04%  C1 CompilerThre  libjvm.so             [.] LIR_OpVisitState::append
     0.04%  GC Thread#15     libc-2.28.so          [.] __memmove_sse2_unaligned_erms
     0.04%  G1 Refine#12     libjvm.so             [.] OtherRegionsTable::add_reference
     0.04%  C2 CompilerThre  libjvm.so             [.] Type::cmp
     0.04%  GC Thread#2      libjvm.so             [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.04%  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::build_loop_late_post_work
     0.04%  G1 Refine#10     libjvm.so             [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
