# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cache-references'
# Event count (approx.): 25757743
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                    
# ........  ...............  ....................  ..........................................................................................................................................................
#
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  G1 Refine#16     libjvm.so           [.] G1ConcurrentRefine::do_refinement_step
     0.00%  GC Thread#14     libjvm.so           [.] OopOopIterateBoundedDispatch<G1ScanCardClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  java             libjvm.so           [.] SharedRuntime::find_callee_info_helper
     0.00%  C2 CompilerThre  libjvm.so           [.] Node::Node
     0.00%  C1 CompilerThre  libc-2.28.so        [.] __memchr_avx2
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] __handle_mm_fault
     0.00%  G1 Refine#2      [kernel.kallsyms]   [k] inherit_event.isra.113
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  VM Thread        libjvm.so           [.] G1Policy::record_collection_pause_end
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  VM Thread        libjvm.so           [.] Threads::threads_do
     0.00%  java             perf-4009.map       [.] wrong_method_stub
     0.00%  C1 CompilerThre  libjvm.so           [.] CompilerConfig::is_interpreter_only
     0.00%  VM Thread        libjvm.so           [.] VM_Operation::evaluate
     0.00%  java             libjvm.so           [.] MemAllocator::Allocation::notify_allocation_jvmti_sampler
     0.00%  C2 CompilerThre  libjvm.so           [.] Method::compute_has_loops_flag
     0.00%  C2 CompilerThre  libjvm.so           [.] LoadNode::Identity
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] __handle_mm_fault
     0.00%  C2 CompilerThre  libjvm.so           [.] ciObjectFactory::ciObjectFactory
     0.00%  java             libjvm.so           [.] LogOutputList::clear
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] __list_add_valid
     0.00%  GC Thread#17     libpthread-2.28.so  [.] pthread_mutex_trylock
     0.00%  VM Thread        [kernel.kallsyms]   [k] __srcu_read_unlock
     0.00%  GC Thread#20     libjvm.so           [.] G1MergeHeapRootsTask::work
     0.00%  GC Thread#9      [kernel.kallsyms]   [k] mm_update_next_owner
     0.00%  java             [kernel.kallsyms]   [k] get_cpu_iowait_time_us
     0.00%  java             [kernel.kallsyms]   [k] pte_alloc_one
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] __free_pages
     0.00%  java             [kernel.kallsyms]   [k] memcg_kmem_get_cache
     0.00%  VM Thread        libjvm.so           [.] WorkerDataArray<double>::reset
     0.00%  Common-Cleaner   libjvm.so           [.] Method::is_final_method
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] __srcu_read_lock
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] lru_add_drain_cpu
     0.00%  G1 Refine#16     libjvm.so           [.] oopDesc::size_given_klass
     0.00%  G1 Refine#20     [kernel.kallsyms]   [k] memcpy_erms
     0.00%  C2 CompilerThre  libjvm.so           [.] Matcher::min_vector_size
     0.00%  VM Periodic Tas  libpthread-2.28.so  [.] __pthread_disable_asynccancel
     0.00%  java             libc-2.28.so        [.] _IO_padn
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::do_DFS
     0.00%  C2 CompilerThre  libjvm.so           [.] BarrierSetC2::obj_allocate
     0.00%  java             [kernel.kallsyms]   [k] __rb_insert_augmented
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] try_to_unmap_one
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] mm_update_next_owner
     0.00%  VM Periodic Tas  [kernel.kallsyms]   [k] futex_wait
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] sync_regs
     0.00%  C1 CompilerThre  libjvm.so           [.] DataLayout::data_in
     0.00%  G1 Refine#20     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  C1 CompilerThre  libjvm.so           [.] BlockBegin::set_end
     0.00%  G1 Refine#21     [kernel.kallsyms]   [k] kfree
     0.00%  G1 Service       [kernel.kallsyms]   [k] __update_load_avg_cfs_rq
     0.00%  G1 Service       [kernel.kallsyms]   [k] kmalloc_slab
     0.00%  G1 Service       libpthread-2.28.so  [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_Return
     0.00%  GC Thread#2      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] memset_erms
     0.00%  GC Thread#4      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.00%  java             ld-2.28.so          [.] __open64_nocancel
     0.00%  G1 Refine#11     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  java             libjvm.so           [.] Assembler::vbroadcastf128
     0.00%  C2 CompilerThre  libjvm.so           [.] ciTypeFlow::StateVector::apply_one_bytecode
     0.00%  VM Periodic Tas  libjvm.so           [.] Mutex::lock_without_safepoint_check
     0.00%  C1 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<LIR_Op*, GrowableArray<LIR_Op*> >::append
     0.00%  C2 CompilerThre  libjvm.so           [.] AddPNode::bottom_type
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] setup_object.isra.63
     0.00%  java             libjvm.so           [.] Assembler::vex_prefix
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::has_local_phi_input
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseMacroExpand::set_eden_pointers
     0.00%  VM Thread        [kernel.kallsyms]   [k] mutex_unlock
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  VM Periodic Tas  [kernel.kallsyms]   [k] get_futex_key
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] memset_erms
     0.00%  C1 CompilerThre  libjvm.so           [.] ciEnv::get_klass_by_index_impl
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] memset_erms
     0.00%  VM Thread        libjvm.so           [.] ThreadSafepointState::examine_state_of_thread
     0.00%  java             [kernel.kallsyms]   [k] memcg_check_events
     0.00%  java             libjvm.so           [.] Assembler::vex_prefix_and_encode
     0.00%  G1 Refine#4      [kernel.kallsyms]   [k] rwsem_wake
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.00%  GC Thread#4      libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::get_ctrl
     0.00%  C2 CompilerThre  libjvm.so           [.] InlineTree::build_inline_tree_for_callee
     0.00%  C1 CompilerThre  libjvm.so           [.] BlockEnd::as_BlockEnd
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeTuple::fields
     0.00%  C1 CompilerThre  libjvm.so           [.] ciEnv::get_klass_by_name_impl
     0.00%  Common-Cleaner   libjvm.so           [.] LinkResolver::resolve_field
     0.00%  G1 Refine#21     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  java             libjvm.so           [.] CodeBuffer::copy_code_to
     0.00%  G1 Refine#4      libjvm.so           [.] G1CardCounts::is_hot
     0.00%  GC Thread#3      [kernel.kallsyms]   [k] vmacache_find
     0.00%  Monitor Deflati  [kernel.kallsyms]   [k] task_numa_fault
     0.00%  java             [kernel.kallsyms]   [k] find_next_bit
     0.00%  java             libjvm.so           [.] Assembler::popa_uncached
     0.00%  C2 CompilerThre  libjvm.so           [.] Compile::final_graph_reshaping_walk
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIterGVN::optimize
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] rb_next
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] __list_del_entry_valid
     0.00%  GC Thread#0      libjvm.so           [.] G1MergeHeapRootsTask::work
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] inherit_event.isra.113
     0.00%  java             libjvm.so           [.] Assembler::movdl
     0.00%  G1 Refine#13     libjvm.so           [.] G1CardCounts::add_card_count
     0.00%  java             [kernel.kallsyms]   [k] find_busiest_group
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] __fget_light
     0.00%  C1 CompilerThre  libjvm.so           [.] ciMethodData::data_from
     0.00%  C2 CompilerThre  libjvm.so           [.] ProjNode::Opcode
     0.00%  G1 Refine#21     [kernel.kallsyms]   [k] x86_reserve_hardware
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  C2 CompilerThre  libjvm.so           [.] ciTypeFlow::StateVector::StateVector
     0.00%  java             libjvm.so           [.] InstanceKlass::module
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::implicit_null_check
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIFG::SquareUp
     0.00%  VM Periodic Tas  libjvm.so           [.] os::PlatformMonitor::wait
     0.00%  java             [kernel.kallsyms]   [k] __radix_tree_lookup
     0.00%  java             libjvm.so           [.] Assembler::bsrq
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] mutex_lock
     0.00%  G1 Service       libjvm.so           [.] G1RemSetSamplingTask::execute
     0.00%  G1 Service       libpthread-2.28.so  [.] pthread_mutex_unlock
     0.00%  java             perf-4009.map       [.] flush_icache_stub
     0.00%  C1 CompilerThre  libjvm.so           [.] Local::declared_type
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::build_loop_early
     0.00%  java             libpthread-2.28.so  [.] _pthread_cleanup_pop
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] unmap_page_range
     0.00%  C2 CompilerThre  libjvm.so           [.] State::_sub_Op_AndL
     0.00%  GC Thread#19     libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.00%  java             [kernel.kallsyms]   [k] __set_page_dirty_no_writeback
     0.00%  java             libjvm.so           [.] Rewriter::scan_method
     0.00%  C2 CompilerThre  libjvm.so           [.] Dict::Insert
     0.00%  VM Thread        [kernel.kallsyms]   [k] vma_adjust_trans_huge
     0.00%  C2 CompilerThre  libjvm.so           [.] Block::find_node
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  G1 Refine#19     [kernel.kallsyms]   [k] new_slab
     0.00%  Sweeper thread   [kernel.kallsyms]   [k] task_scan_max
     0.00%  C2 CompilerThre  libjvm.so           [.] Parse::do_all_blocks
     0.00%  G1 Refine#19     [kernel.kallsyms]   [k] __schedule
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  C1 CompilerThre  libjvm.so           [.] ciField::constant_value
     0.00%  G1 Refine#7      libc-2.28.so        [.] _int_malloc
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] update_fast_timekeeper
     0.00%  C1 CompilerThre  libjvm.so           [.] ciInstanceKlass::ciInstanceKlass
     0.00%  VM Thread        [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  VM Thread        libjvm.so           [.] OopStorage::BasicParState::~BasicParState
     0.00%  VM Thread        libpthread-2.28.so  [.] pthread_create@@GLIBC_2.2.5
     0.00%  java             libjvm.so           [.] InstanceKlass::find_local_field
     0.00%  C1 CompilerThre  libjvm.so           [.] GraphBuilder::copy_state_for_exception_with_bci
     0.00%  C2 CompilerThre  libjvm.so           [.] JVMState::clone_shallow
     0.00%  G1 Refine#10     [kernel.kallsyms]   [k] mutex_lock
     0.00%  G1 Refine#7      libjvm.so           [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  java             [kernel.kallsyms]   [k] lock_page_memcg
     0.00%  C1 CompilerThre  libjvm.so           [.] DebugInformationRecorder::DebugInformationRecorder
     0.00%  C2 CompilerThre  libjvm.so           [.] Parse::do_one_block
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] rb_next
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeTuple::make_range
     0.00%  G1 Refine#20     [kernel.kallsyms]   [k] setup_object.isra.63
     0.00%  java             libjvm.so           [.] JVM_handle_linux_signal
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_LogicOp
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  G1 Refine#4      [kernel.kallsyms]   [k] __hrtimer_run_queues
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] inherit_event.isra.113
     0.00%  java             libjvm.so           [.] StubGenerator::generate_call_stub
     0.00%  C2 CompilerThre  libjvm.so           [.] Matcher::match_tree
     0.00%  C2 CompilerThre  libjvm.so           [.] SafePointNode::size_of
     0.00%  G1 Refine#2      [kernel.kallsyms]   [k] getrusage
     0.00%  GC Thread#0      libjvm.so           [.] WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>
     0.00%  C2 CompilerThre  libjvm.so           [.] Node::add_req
     0.00%  C2 CompilerThre  libjvm.so           [.] Node::is_CFG
     0.00%  G1 Refine#15     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  java             libjvm.so           [.] jni_CallObjectMethod
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] __perf_event_header_size.isra.48
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] mutex_lock
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] x86_reserve_hardware
     0.00%  java             [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  java             libjvm.so           [.] Assembler::movdqu
     0.00%  C1 CompilerThre  libjvm.so           [.] CompilerConfig::scaled_freq_log
     0.00%  GC Thread#21     libjvm.so           [.] G1ParCopyClosure<(G1Barrier)0, false>::do_oop
     0.00%  java             [kernel.kallsyms]   [k] __copy_skb_header
     0.00%  java             [kernel.kallsyms]   [k] apic_timer_interrupt
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::move_to_phi
     0.00%  C2 CompilerThre  libjvm.so           [.] JVMState::interpreter_frame_size
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::stretch_base_pointer_live_ranges
     0.00%  C2 CompilerThre  libjvm.so           [.] cmpOpOper::clone
     0.00%  VM Periodic Tas  libjvm.so           [.] VMError::is_error_reported
     0.00%  java             libjvm.so           [.] AdaptiveWeightedAverage::sample
     0.00%  G1 Refine#15     libjvm.so           [.] G1CardCounts::add_card_count
     0.00%  C1 CompilerThre  libjvm.so           [.] __tls_get_addr@plt
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] memset_erms
     0.00%  GC Thread#22     libjvm.so           [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  C2 CompilerThre  ld-2.28.so          [.] update_get_addr
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] should_failslab
     0.00%  C2 CompilerThre  libjvm.so           [.] GraphKit::set_predefined_input_for_runtime_call
     0.00%  GC Thread#2      libjvm.so           [.] ClassLoaderData::ChunkedHandleList::oops_do
     0.00%  java             [kernel.kallsyms]   [k] ptrace_may_access
     0.00%  java             libjvm.so           [.] CompilationPolicy::event
     0.00%  GC Thread#4      libjvm.so           [.] AgeTable::merge
     0.00%  C2 CompilerThre  libjvm.so           [.] Parse::array_load
     0.00%  Common-Cleaner   [kernel.kallsyms]   [k] page_fault
     0.00%  VM Thread        libjvm.so           [.] Mutex::owned_by_self
     0.00%  C1 CompilerThre  libjvm.so           [.] ResourceBitMap::ResourceBitMap
     0.00%  C1 CompilerThre  libjvm.so           [.] ciMethodData::bci_to_data
     0.00%  G1 Refine#2      [kernel.kallsyms]   [k] rb_next
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] find_busiest_group
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] x86_pmu_event_init
     0.00%  C2 CompilerThre  libjvm.so           [.] BarrierSetC2::load_at
     0.00%  java             [kernel.kallsyms]   [k] __perf_event_task_sched_out
     0.00%  C2 CompilerThre  libjvm.so           [.] Node::Identity
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] _raw_spin_lock_irq
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::is_dominator
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] x86_pmu_event_init
     0.00%  C2 CompilerThre  libjvm.so           [.] Matcher::Fixup_Save_On_Entry
     0.00%  G1 Refine#10     [kernel.kallsyms]   [k] x86_pmu_event_init
     0.00%  java             libjvm.so           [.] methodHandle::operator=
     0.00%  C2 CompilerThre  libjvm.so           [.] ciInstanceKlass::compute_nonstatic_fields
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] memcg_kmem_put_cache
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] get_page_from_freelist
     0.00%  java             ld-2.28.so          [.] _dl_update_slotinfo
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] task_active_pid_ns
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::remove_bound_register_from_interfering_live_ranges
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] kmem_cache_alloc_trace
     0.00%  GC Thread#3      [kernel.kallsyms]   [k] llist_add_batch
     0.00%  VM Thread        [kernel.kallsyms]   [k] _cond_resched
     0.00%  java             libjvm.so           [.] AdapterHandlerLibrary::get_simple_adapter
